country_name,country_code,series_name,series_code,year,value
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,67.4031677246094
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,88.8894119262695
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,27.3043575286865
Pakistan,PAK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,8.47824573516846
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,58.4884796142578
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,82.1714935302734
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,64.7276763916016
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,94.7553405761719
Romania,ROU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,49.911319732666
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,44.1052894592285
Israel,ISR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,60.4474411010742
Tunisia,TUN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,31.186559677124
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,49.7083587646484
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,40.4857482910156
Indonesia,IDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,35.4757537841797
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,63.1872291564941
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,9.66034030914307
Guinea,GIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,8.63794803619385
Zimbabwe,ZWE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,7.92610597610474
Chile,CHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,88.8458862304688
Guatemala,GTM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,16.1237926483154
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,48.3333396911621
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,69.5068588256836
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,88.8350524902344
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,27.9090518951416
Pakistan,PAK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,8.80055046081543
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,58.0177803039551
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,81.3220062255859
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,65.8022308349609
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,91.3261489868164
Romania,ROU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,50.5108184814453
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,49.3779106140137
Israel,ISR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,59.0658683776855
Tunisia,TUN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,31.0175304412842
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,51.5827713012695
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,35.4054260253906
Indonesia,IDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,36.633861541748
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,62.4629783630371
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,9.65568923950195
Nigeria,NGA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,11.5785512924194
Guinea,GIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,8.52771759033203
Zimbabwe,ZWE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,8.54207611083984
Chile,CHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,89.921989440918
Guatemala,GTM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,17.1044540405273
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,50.0267486572266
Bermuda,BMU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,22.4178009033203
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,70.6271591186523
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,88.1673889160156
Afghanistan,AFG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,9.96378993988037
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,28.5316867828369
Pakistan,PAK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,8.39241695404053
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,56.0802993774414
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,81.1405487060547
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,67.5435180664062
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,84.5396423339844
Romania,ROU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,51.9943504333496
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,53.1637001037598
Israel,ISR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,57.3934288024902
Tunisia,TUN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,31.1403503417969
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,54.0076217651367
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,29.428638458252
Indonesia,IDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,36.7954559326172
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,62.2089385986328
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,9.35254287719727
Nigeria,NGA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,11.8107748031616
Guinea,GIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,7.59974813461304
Zimbabwe,ZWE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,8.42511940002441
Chile,CHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,91.1974792480469
Guatemala,GTM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,17.5163669586182
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,51.1916885375977
Bermuda,BMU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,22.8644790649414
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,69.5775985717773
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,88.2991790771484
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,29.0233592987061
Pakistan,PAK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,11.3472347259521
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,61.4085083007812
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,81.6945877075195
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,67.7331314086914
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,80.1720199584961
Romania,ROU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,52.4439697265625
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,54.1856307983398
Israel,ISR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,55.9445381164551
Tunisia,TUN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,31.8208293914795
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,57.2754402160645
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,31.2367649078369
Indonesia,IDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,37.925968170166
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,62.1184997558594
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,11.0613594055176
Guinea,GIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,6.84396314620972
Zimbabwe,ZWE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,9.99564361572266
Chile,CHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,92.0659713745117
Guatemala,GTM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,22.6505107879639
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,52.6240615844727
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,72.8150634765625
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,87.8887100219727
Afghanistan,AFG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,10.8584403991699
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,29.8196392059326
Pakistan,PAK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,11.944239616394
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,61.5853004455566
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,82.6643295288086
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,68.8709411621094
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,76.8908920288086
Romania,ROU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,53.4911117553711
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,53.6140289306641
Israel,ISR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,56.4272193908691
Tunisia,TUN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,33.1319389343262
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,62.2367782592773
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,32.8472557067871
Indonesia,IDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,38.6503868103027
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,62.1358413696289
Guinea,GIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,5.77144193649292
Zimbabwe,ZWE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,9.72360515594482
Chile,CHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,89.1124877929688
Guatemala,GTM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,18.6944980621338
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,54.5727996826172
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,74.1571426391602
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,87.5676574707031
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,31.5741767883301
Pakistan,PAK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,12.5983591079712
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,59.9698715209961
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,83.982292175293
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,69.9397888183594
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,73.9591369628906
Romania,ROU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,55.2656097412109
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,54.2099914550781
Israel,ISR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,58.9942817687988
Tunisia,TUN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,33.8982810974121
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,67.3876190185547
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,34.8456192016602
Indonesia,IDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,41.0022087097168
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,63.1702690124512
Guinea,GIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,6.7185697555542
Chile,CHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,96.2227935791016
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,56.8306198120117
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,77.8022918701172
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,84.8550872802734
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,32.6703071594238
Pakistan,PAK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,10.6203098297119
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,62.6479187011719
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,84.5866088867188
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,71.4203109741211
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,70.8675689697266
Romania,ROU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,58.2390403747559
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,53.4012489318848
Israel,ISR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,57.6379203796387
Tunisia,TUN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,37.8049087524414
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,71.9815521240234
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,39.5887565612793
Indonesia,IDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,42.6331672668457
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,64.6288299560547
Chile,CHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,99.3372802734375
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,60.3906211853027
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,77.3137588500977
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,79.361930847168
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,33.1165237426758
Pakistan,PAK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,11.2206001281738
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,64.7293472290039
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,67.0620422363281
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,55.5188903808594
Tunisia,TUN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,38.4501686096191
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,74.823600769043
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,45.2818946838379
Indonesia,IDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,45.1352272033691
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,9.91084957122803
Guatemala,GTM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,27.2776298522949
Bermuda,BMU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,16.992130279541
