country_name,country_code,series_name,series_code,year,value
Pakistan,PAK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,78.8430583504664
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,105.414970397949
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,100.778030395508
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,102.417221069336
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,97.40283203125
Romania,ROU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,87.2723999023438
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,109.837707519531
Israel,ISR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,96.9318695068359
Tunisia,TUN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,106.57202911377
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,97.922119140625
Philippines,PHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,103.182550401369
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,105.634232183211
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,102.254829406738
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,122.235166180926
Liberia,LBR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,79.9273019985662
Nigeria,NGA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,76.4630992205934
Guinea,GIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,99.8953880683389
Zimbabwe,ZWE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,98.5451030927835
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,101.492537313433
Jamaica,JAM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,94.4400329589844
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,101.396278381348
Guatemala,GTM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,103.033592224121
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,109.80850982666
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,101.281065846785
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,98.7742080688477
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,101.821441650391
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,107.780532836914
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,101.097955965022
Pakistan,PAK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,82.0333064173511
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,104.568023681641
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,100.749008178711
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,102.464408874512
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,96.7058029174805
Romania,ROU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,91.3751220703125
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,108.703483581543
Israel,ISR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,96.4932327270508
Tunisia,TUN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,106.200668334961
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,98.1703567504883
Philippines,PHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,98.0921404522994
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,104.648287253309
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,102.099906921387
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,88.5748689656161
Nigeria,NGA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,84.6760635375977
Guinea,GIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,100.920007512738
Zimbabwe,ZWE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,97.879271089427
Jamaica,JAM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,97.2939224243164
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,101.538017272949
Guatemala,GTM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,103.577819824219
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,108.623291015625
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,98.2934284258788
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,99.0210189819336
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,101.256561279297
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,110.007507324219
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,99.5039236144817
Pakistan,PAK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,83.1845752333307
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,102.589538574219
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,100.551002502441
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,102.447647094727
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,95.6502075195312
Romania,ROU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,92.6139984130859
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,107.775131225586
Israel,ISR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,96.2709274291992
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,98.2354125976562
Philippines,PHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,95.9793329033507
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,102.597018482181
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,102.652282714844
Nigeria,NGA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,83.2573913283786
Guinea,GIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,98.1418277224069
Zimbabwe,ZWE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,97.4766143857125
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,89.9956130981445
Jamaica,JAM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,93.3932723999023
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,101.193206787109
Guatemala,GTM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,103.427291870117
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,107.407470703125
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,94.0862944162437
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,97.7884292602539
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,100.981300354004
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,101.291253449929
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,100.020973205566
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,100.459587097168
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,102.651626586914
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,94.4190673828125
Romania,ROU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,91.9047393798828
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,110.33056640625
Israel,ISR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,96.3747634887695
Tunisia,TUN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,105.254287719727
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,99.0244293212891
Philippines,PHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,95.7995145963986
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,102.437991856992
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,102.736831665039
Liberia,LBR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,72.9198522298742
Nigeria,NGA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,87.3721008300781
Guinea,GIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,101.725708007812
Zimbabwe,ZWE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,97.3841623798408
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,91.7111511230469
Jamaica,JAM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,89.8730773925781
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,99.7043991088867
Guatemala,GTM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,102.135482788086
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,105.498199462891
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,90.4895461499235
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,97.7384185791016
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,100.305793762207
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,102.316123319201
Pakistan,PAK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,84.3684597161784
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,97.1074981689453
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,100.308418273926
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,102.580406188965
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,94.5295486450195
Romania,ROU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,90.7731704711914
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,106.995567321777
Israel,ISR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,96.2489776611328
Tunisia,TUN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,105.039703369141
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,99.4303970336914
Philippines,PHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,90.6099091855424
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,101.990710635544
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,102.218322753906
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,88.8339920043945
Liberia,LBR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,68.0120635177256
Nigeria,NGA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,86.7234268188477
Guinea,GIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,97.9625584241655
Zimbabwe,ZWE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,96.0151477769296
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,92.4860687255859
Jamaica,JAM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,90.6446075439453
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,99.3652267456055
Guatemala,GTM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,103.809898376465
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,103.4716796875
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,87.7107818088912
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,96.293083190918
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,98.3054885864258
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,111.084455603874
Pakistan,PAK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,82.6790063159857
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,96.3712310791016
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,100.244453430176
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,102.720581054688
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,94.7119674682617
Romania,ROU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,84.8812789916992
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,108.343933105469
Israel,ISR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,96.3125686645508
Tunisia,TUN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,103.912643432617
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,100.171730041504
Philippines,PHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,91.8715546202869
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,100.64499288828
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,102.158706665039
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,86.7067961582083
Liberia,LBR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,67.2317884233233
Zimbabwe,ZWE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,95.789907037216
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,91.8765411376953
Jamaica,JAM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,90.7408676147461
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,100.192268371582
Guatemala,GTM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,103.906227111816
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,103.970321655273
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,85.4245880861851
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,96.0115737915039
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,96.9717330932617
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,112.03123091725
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,93.7138137817383
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,94.7357864379883
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,108.761642456055
Tunisia,TUN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,103.529930114746
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,99.323860168457
Philippines,PHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,93.4089524875128
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,100.228106588191
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,89.8830871582031
Jamaica,JAM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,84.4617080688477
Guatemala,GTM,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,103.04638671875
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,86.3020706176758
